account_id,anomaly_score,anomaly_rank,step_down_flag,passive_receiver_flag
2261,16.47,5226,0,0
2262,14.91,5437,0,0
2263,18.11,4727,0,1
2264,3.4,7950,0,0
2265,2.84,8094,0,0
2266,16.13,5274,0,0
2267,54.33,459,0,1
2268,36.33,1646,1,1
2269,18.94,4416,0,1
2270,44.89,1022,1,0
2271,20.6,3921,0,1
2272,1.36,8604,0,0
2273,17.45,4975,0,0
2274,1.85,8415,0,0
2275,28.24,2644,1,0
2276,33.69,1963,0,0
2277,18.58,4535,0,1
2278,3.95,7813,0,0
2279,21.78,3674,0,1
2280,52.07,550,1,0
2281,7.29,6953,0,0
2282,33.81,1938,1,1
2283,40.51,1271,1,0
2284,17.17,5043,1,0
2285,8.51,6670,0,0
2286,35.52,1727,1,1
2287,3.31,7971,0,0
2288,10.66,6187,0,0
2289,2.33,8239,0,0
2290,25.66,2958,1,0
2291,63.84,197,0,0
2292,19.29,4280,0,1
2293,1.22,8640,0,0
2294,18.25,4669,0,1
2295,10.44,6229,0,0
2296,6.08,7229,0,0
2297,9.28,6517,0,0
2298,20.58,3928,0,1
2299,28.78,2587,0,0
2300,38.2,1452,0,0
2301,0.98,8705,0,0
2302,43.4,1099,1,0
2303,22.78,3446,0,1
2304,24.98,3056,0,0
2305,12.95,5733,0,0
2306,25.48,2985,0,0
2307,26.66,2840,1,0
2308,30.66,2370,1,0
2309,23.13,3392,0,1
2310,18.17,4699,0,1
2311,19.54,4192,1,0
2312,11.17,6065,0,0
2313,27.96,2679,0,1
2314,30.84,2356,0,0
2315,0.2,9066,0,0
2316,0.7,8870,0,0
2317,8.49,6672,0,0
2318,18.89,4434,1,0
2319,18.44,4588,0,1
2320,26.48,2861,1,0
2321,11.08,6083,0,0
2322,17.11,5057,1,0
2323,19.11,4350,0,0
2324,17.09,5061,0,0
2325,0.77,8828,0,0
2326,11.47,6002,0,0
2327,57.36,362,0,0
2328,19.97,4079,0,0
2329,4.68,7583,0,0
2330,23.58,3310,0,0
2331,33.79,1945,0,0
2332,3.57,7907,0,0
2333,12.32,5853,0,0
2334,10.85,6136,0,0
2335,39.2,1375,1,0
2336,14.21,5526,0,0
2337,7.23,6972,0,0
2338,26.67,2839,1,0
2339,27.83,2698,1,0
2340,14.02,5552,0,0
2341,24.6,3114,1,0
2342,8.25,6714,0,0
2343,11.26,6040,0,0
2344,19.82,4110,0,0
2345,19.17,4324,1,0
2346,19.59,4172,1,0
2347,19.21,4307,0,1
2348,11.82,5945,0,0
2349,26.61,2844,0,1
2350,29.14,2539,0,0
2351,33.39,2025,1,1
2352,33.8,1941,1,1
2353,27.41,2743,0,0
2354,20.33,3995,0,0
2355,2.04,8347,0,0
2356,18.13,4725,0,0
2357,17.9,4805,0,1
2358,30.44,2394,1,0
2359,46.22,935,0,0
2360,70.05,94,1,0
2361,10.08,6325,0,0
2362,18.41,4600,0,1
2363,37.83,1504,1,1
2364,9.46,6483,0,0
2365,9.38,6497,0,0
2366,9.68,6417,0,0
2367,1.05,8680,0,0
2368,61.65,242,1,0
2369,38.78,1405,1,0
2370,19.47,4209,1,0
2371,7.66,6863,0,0
2372,17.75,4865,0,0
2373,33.48,2014,0,1
2374,14.7,5460,0,0
2375,16.27,5259,0,0
2376,2.57,8177,0,0
2377,18.15,4709,1,0
2378,35.09,1788,1,0
2379,33.46,2017,1,0
2380,19.35,4258,0,1
2381,17.12,5055,1,0
2382,25.15,3039,1,0
2383,12.7,5775,0,0
2384,0.78,8817,0,0
2385,22.76,3457,1,0
2386,17.76,4863,1,0
2387,52.52,530,0,0
2388,29.7,2485,1,0
2389,2.86,8089,0,0
2390,29.49,2505,0,1
2391,20.76,3881,0,0
2392,31.73,2231,1,0
2393,27.17,2770,0,0
2394,24.91,3070,0,1
2395,17.3,5017,0,0
2396,19.15,4333,0,1
2397,44.76,1031,1,1
2398,23.7,3283,0,0
2399,19.02,4389,0,0
2400,29.27,2522,1,0
2401,18.38,4624,0,1
2402,18.16,4706,1,0
2403,53.06,513,0,0
2404,23.48,3327,0,1
2405,8.77,6621,0,0
2406,7.4,6934,0,0
2407,17.01,5089,0,0
2408,21.67,3702,0,0
2409,19.0,4401,0,1
2410,18.56,4545,0,1
2411,9.55,6457,0,0
2412,11.34,6026,0,0
2413,3.11,8015,0,0
2414,19.63,4160,0,0
2415,22.12,3592,1,0
2416,7.89,6804,0,0
2417,46.55,907,1,0
2418,0.82,8793,0,0
2419,41.77,1192,0,0
2420,38.11,1463,0,0
2421,5.49,7373,0,0
2422,44.93,1020,0,0
2423,24.15,3197,0,0
2424,18.55,4552,0,0
2425,35.41,1743,1,1
2426,0.95,8716,0,0
2427,21.95,3624,0,1
2428,22.34,3548,0,1
2429,32.13,2165,1,0
2430,28.64,2600,1,0
2431,35.67,1712,1,0
2432,18.24,4672,0,1
2433,44.62,1040,0,0
2434,0.72,8857,0,0
2435,16.09,5285,0,0
2436,10.89,6122,0,0
2437,38.62,1421,1,1
2438,38.06,1484,0,0
2439,17.59,4928,1,0
2440,1.74,8464,0,0
2441,17.64,4908,0,0
2442,23.83,3250,0,1
2443,31.46,2280,1,0
2444,19.25,4298,0,1
2445,28.88,2568,0,1
2446,27.99,2676,0,0
2447,23.11,3397,0,0
2448,53.95,481,1,0
2449,18.51,4564,1,0
2450,21.21,3794,1,0
2451,18.27,4663,0,0
2452,9.07,6556,0,0
2453,6.7,7087,0,0
2454,5.09,7470,0,0
2455,21.04,3824,0,1
2456,3.69,7879,0,0
2457,46.42,915,0,0
2458,28.1,2659,0,0
2459,31.92,2177,0,0
2460,56.01,402,0,0
2461,19.46,4212,0,0
2462,85.66,13,1,0
2463,8.87,6597,0,0
2464,7.34,6945,0,0
2465,28.84,2576,0,1
2466,24.26,3173,0,1
2467,2.77,8118,0,0
2468,0.87,8757,0,0
2469,18.82,4455,0,1
2470,32.88,2075,0,0
2471,11.65,5980,0,0
2472,4.27,7707,0,0
2473,0.58,8930,0,0
2474,30.87,2354,1,0
2475,2.48,8194,0,0
2476,14.7,5461,0,0
2477,17.74,4879,1,0
2478,4.17,7748,0,0
2479,25.0,3054,1,0
2480,10.22,6283,0,0
2481,37.92,1498,1,1
2482,5.2,7438,0,0
2483,7.15,6991,0,0
2484,35.8,1699,1,1
2485,2.56,8180,0,0
2486,19.35,4259,1,0
2487,20.72,3887,1,0
2488,23.33,3354,0,1
2489,73.95,66,1,0
2490,0.56,8937,0,0
2491,3.38,7956,0,0
2492,36.39,1637,0,0
2493,4.27,7706,0,0
2494,1.03,8685,0,0
2495,19.85,4102,1,0
2496,18.82,4454,1,0
2497,31.19,2313,0,0
2498,10.28,6272,0,0
2499,4.15,7757,0,0
2500,18.21,4681,0,1
2501,6.74,7081,0,0
2502,21.54,3726,1,0
2503,10.43,6230,0,0
2504,54.15,474,1,0
2505,33.52,2006,1,0
2506,35.8,1697,0,0
2507,6.52,7133,0,0
2508,7.41,6930,0,0
2509,24.1,3205,1,0
2510,37.45,1540,0,0
2511,24.26,3172,1,0
2512,7.4,6932,0,0
2513,33.28,2042,1,0
2514,17.94,4792,0,1
2515,7.12,6997,0,0
2516,19.33,4267,0,1
2517,32.64,2116,1,0
2518,27.71,2715,0,1
2519,26.98,2792,1,0
2520,21.99,3612,0,0
2521,16.74,5165,0,0
2522,17.77,4860,0,0
2523,20.43,3962,0,0
2524,43.25,1109,1,1
2525,3.3,7974,0,0
2526,26.15,2909,0,1
2527,54.84,435,0,0
2528,31.68,2237,0,0
2529,24.84,3082,0,0
2530,25.62,2966,0,1
2531,34.02,1901,0,1
2532,1.18,8653,0,0
2533,21.32,3773,0,0
2534,22.54,3493,1,0
2535,2.05,8341,0,0
2536,24.17,3193,0,1
2537,5.1,7469,0,0
2538,23.59,3307,0,1
2539,12.29,5862,0,0
2540,8.95,6574,0,0
2541,21.97,3616,0,1
2542,13.84,5589,0,0
2543,0.38,9028,0,0
2544,17.47,4964,1,0
2545,64.38,181,1,0
2546,24.31,3164,0,1
2547,10.29,6267,0,0
2548,61.04,269,1,0
2549,3.37,7959,0,0
2550,8.88,6593,0,0
2551,41.6,1204,0,0
2552,23.58,3309,0,1
2553,19.57,4181,1,0
2554,2.21,8289,0,0
2555,1.0,8693,0,0
2556,4.72,7575,0,0
2557,19.29,4279,0,1
2558,54.33,459,0,1
2559,21.84,3655,1,0
2560,25.27,3023,1,0
2561,3.14,8006,0,0
2562,7.63,6878,0,0
2563,35.98,1677,1,0
2564,35.88,1688,1,0
2565,10.07,6326,0,0
2566,33.27,2043,1,0
2567,49.56,664,0,0
2568,67.19,120,1,0
2569,19.68,4146,0,0
2570,35.41,1745,1,1
2571,12.62,5793,0,0
2572,10.11,6315,0,0
2573,23.53,3317,1,0
2574,5.11,7467,0,0
2575,4.93,7512,0,0
2576,44.05,1076,1,1
2577,2.14,8315,0,0
2578,3.21,7991,0,0
2579,13.33,5663,0,0
2580,34.06,1896,1,1
2581,10.07,6330,0,0
2582,1.73,8470,0,0
2583,25.21,3032,1,0
2584,16.59,5199,0,0
2585,15.09,5413,0,0
2586,21.04,3826,0,0
2587,0.6,8915,0,0
2588,33.53,2004,1,1
2589,22.77,3455,1,0
2590,11.91,5925,0,0
2591,37.19,1564,1,0
2592,40.19,1287,0,0
2593,1.5,8563,0,0
2594,13.47,5644,0,0
2595,9.53,6460,0,0
2596,23.1,3400,0,1
2597,19.55,4184,0,1
2598,22.27,3560,0,0
2599,23.22,3381,1,0
2600,20.32,4002,1,0
2601,14.8,5448,0,0
2602,15.09,5414,0,0
2603,3.2,7994,0,0
2604,25.35,3008,1,0
2605,1.63,8518,0,0
2606,23.06,3407,0,0
2607,3.66,7887,0,0
2608,12.26,5864,0,0
2609,18.17,4699,0,1
2610,21.49,3739,1,0
2611,29.2,2531,1,0
2612,24.68,3103,0,1
2613,30.65,2372,1,0
2614,25.45,2988,1,0
2615,17.37,4994,1,0
2616,35.98,1678,1,1
2617,15.33,5378,0,0
2618,23.46,3329,1,0
2619,3.6,7901,0,0
2620,46.55,906,0,0
2621,28.77,2589,0,0
2622,23.8,3259,0,0
2623,11.71,5967,0,0
2624,31.49,2276,0,1
2625,43.78,1084,1,0
2626,45.09,1006,1,1
2627,18.26,4667,1,0
2628,18.93,4418,0,1
2629,5.44,7387,0,0
2630,23.23,3377,1,0
2631,10.78,6149,0,0
2632,26.32,2888,0,0
2633,11.69,5974,0,0
2634,1.72,8479,0,0
2635,4.9,7520,0,0
2636,18.69,4504,0,1
2637,12.54,5806,0,0
2638,8.88,6592,0,0
2639,26.52,2855,0,1
2640,6.52,7136,0,0
2641,36.58,1619,1,0
2642,23.29,3364,0,0
2643,8.31,6698,0,0
2644,42.6,1147,1,0
2645,44.71,1033,0,0
2646,4.33,7693,0,0
2647,18.75,4482,0,1
2648,38.45,1434,0,0
2649,10.7,6173,0,0
2650,30.09,2428,1,0
2651,33.34,2033,1,1
2652,18.5,4569,0,1
2653,2.02,8355,0,0
2654,16.11,5277,0,0
2655,18.64,4521,0,0
2656,0.43,9011,0,0
2657,13.03,5712,0,0
2658,11.25,6043,0,0
2659,5.88,7278,0,0
2660,16.7,5175,0,0
2661,19.48,4205,1,0
2662,4.74,7568,0,0
2663,34.0,1903,1,1
2664,21.88,3645,0,0
2665,27.38,2751,1,0
2666,24.29,3167,1,0
2667,33.62,1975,1,1
2668,4.99,7499,0,0
2669,6.84,7058,0,0
2670,38.62,1422,0,0
2671,34.88,1811,1,1
2672,4.39,7670,0,0
2673,90.3,2,1,0
2674,21.29,3782,0,0
2675,22.18,3579,0,0
2676,49.49,671,1,0
2677,5.67,7325,0,0
2678,10.01,6345,0,0
2679,4.88,7525,0,0
2680,2.37,8222,0,0
2681,19.21,4313,0,1
2682,46.94,864,0,0
2683,9.83,6375,0,0
2684,29.54,2498,0,0
2685,29.62,2492,0,0
2686,22.33,3550,0,1
2687,20.42,3966,0,0
2688,21.24,3791,1,0
2689,39.63,1332,0,0
2690,33.0,2068,0,0
2691,23.71,3281,0,0
2692,47.56,824,1,0
2693,13.28,5666,0,0
2694,28.81,2580,0,0
2695,26.71,2834,0,0
2696,28.33,2631,1,0
2697,24.28,3168,1,0
2698,12.42,5833,0,0
2699,20.43,3964,0,1
2700,69.8,95,0,0
2701,3.42,7945,0,0
2702,22.24,3569,1,0
2703,18.54,4554,0,0
2704,27.4,2747,0,0
2705,15.15,5406,0,0
2706,10.59,6200,0,0
2707,35.66,1715,0,0
2708,2.29,8254,0,0
2709,23.94,3238,0,1
2710,6.32,7186,0,0
2711,20.57,3930,0,0
2712,21.14,3802,1,0
2713,1.99,8362,0,0
2714,5.5,7372,0,0
2715,7.27,6957,0,0
2716,7.47,6920,0,0
2717,21.59,3719,1,0
2718,4.08,7775,0,0
2719,28.08,2663,0,0
2720,3.79,7847,0,0
2721,11.15,6068,0,0
2722,6.31,7187,0,0
2723,40.63,1268,1,0
2724,9.84,6369,0,0
2725,12.63,5788,0,0
2726,35.66,1714,1,1
2727,24.42,3147,0,0
2728,11.12,6076,0,0
2729,22.39,3531,0,0
2730,20.96,3839,0,0
2731,6.0,7248,0,0
2732,13.0,5719,0,0
2733,16.88,5124,0,0
2734,17.58,4932,0,1
2735,5.5,7371,0,0
2736,49.47,673,1,0
2737,10.05,6341,0,0
2738,3.73,7871,0,0
2739,3.81,7843,0,0
2740,27.76,2708,1,0
2741,20.23,4020,0,1
2742,19.03,4385,0,1
2743,7.03,7020,0,0
2744,42.07,1175,1,1
2745,39.3,1360,1,1
2746,50.67,603,0,0
2747,22.78,3447,1,0
2748,25.9,2939,0,1
2749,18.06,4747,0,0
2750,3.06,8035,0,0
2751,5.27,7420,0,0
2752,35.44,1738,0,1
2753,24.58,3119,1,0
2754,10.86,6130,0,0
2755,11.59,5988,0,0
2756,11.52,5996,0,0
2757,28.08,2662,0,0
2758,21.5,3735,0,1
2759,8.89,6590,0,0
2760,14.14,5537,0,0
2761,23.72,3278,0,1
2762,18.65,4516,0,1
2763,52.0,551,0,0
2764,12.86,5748,0,0
2765,3.42,7944,0,0
2766,21.97,3615,1,0
2767,26.77,2819,0,0
2768,24.0,3227,0,1
2769,18.23,4674,0,1
2770,19.53,4194,0,1
2771,18.48,4574,0,0
2772,2.11,8324,0,0
2773,2.49,8193,0,0
2774,7.5,6909,0,0
2775,33.47,2015,1,0
2776,2.26,8267,0,0
2777,9.7,6413,0,0
2778,1.22,8641,0,0
2779,29.27,2523,0,0
2780,21.98,3614,0,0
2781,11.69,5973,0,0
2782,0.96,8711,0,0
2783,37.85,1501,1,0
2784,17.59,4931,0,1
2785,66.18,139,0,0
2786,4.86,7529,0,0
2787,14.56,5476,0,0
2788,9.76,6400,0,0
2789,6.03,7239,0,0
2790,21.92,3630,0,0
2791,7.89,6805,0,0
2792,4.72,7574,0,0
2793,39.79,1321,0,1
2794,4.2,7740,0,0
2795,1.2,8647,0,0
2796,36.66,1610,1,0
2797,62.87,217,0,0
2798,1.54,8553,0,0
2799,22.47,3509,0,1
2800,0.71,8861,0,0
2801,6.29,7193,0,0
2802,9.68,6416,0,0
2803,47.54,826,0,0
2804,11.96,5914,0,0
2805,17.78,4852,0,1
2806,19.03,4384,0,1
2807,37.35,1551,1,0
2808,31.08,2329,1,0
2809,0.66,8889,0,0
2810,18.38,4622,0,1
2811,32.12,2166,1,0
2812,48.41,790,1,1
2813,28.03,2670,1,0
2814,1.59,8538,0,0
2815,46.92,865,1,0
2816,40.78,1260,1,0
2817,33.51,2007,1,1
2818,28.16,2654,1,0
2819,7.21,6980,0,0
2820,4.26,7711,0,0
2821,2.72,8130,0,0
2822,22.25,3565,0,0
2823,4.91,7517,0,0
2824,0.71,8865,0,0
2825,4.66,7589,0,0
2826,19.78,4122,0,0
2827,12.75,5773,0,0
2828,49.02,726,0,0
2829,1.57,8545,0,0
2830,9.96,6350,0,0
2831,64.9,174,1,0
2832,11.04,6092,0,0
2833,0.79,8810,0,0
2834,19.58,4179,0,1
2835,25.3,3018,0,0
2836,17.15,5046,0,0
2837,65.56,160,1,0
2838,8.26,6706,0,0
2839,0.18,9074,0,0
2840,4.5,7638,0,0
2841,1.92,8385,0,0
2842,46.0,951,1,0
2843,0.52,8962,0,0
2844,17.91,4802,0,1
2845,4.39,7666,0,0
2846,39.1,1389,1,1
2847,26.0,2928,0,1
2848,10.41,6237,0,0
2849,1.59,8535,0,0
2850,7.83,6821,0,0
2851,19.18,4321,1,0
2852,31.7,2233,0,0
2853,28.34,2630,1,0
2854,5.08,7475,0,0
2855,35.96,1684,1,1
2856,26.43,2871,1,0
2857,22.22,3575,1,0
2858,19.36,4255,0,1
2859,0.77,8832,0,0
2860,35.53,1726,1,1
2861,6.68,7093,0,0
2862,30.88,2353,1,0
2863,16.33,5251,0,0
2864,7.19,6983,0,0
2865,27.2,2766,1,0
2866,33.39,2025,1,1
2867,8.78,6619,0,0
2868,43.6,1091,0,0
2869,31.94,2174,0,1
2870,4.56,7621,0,0
2871,6.74,7079,0,0
2872,11.86,5937,0,0
2873,16.25,5262,0,0
2874,52.58,529,1,1
2875,27.39,2749,0,0
2876,35.98,1680,1,0
2877,5.2,7442,0,0
2878,7.74,6842,0,0
2879,5.21,7436,0,0
2880,35.02,1798,0,0
2881,37.48,1537,1,1
2882,38.03,1487,1,0
2883,45.24,997,1,1
2884,20.55,3937,0,0
2885,39.23,1369,0,0
2886,21.89,3641,0,1
2887,5.66,7328,0,0
2888,40.22,1286,0,0
2889,60.19,296,0,0
2890,3.0,8053,0,0
2891,34.41,1866,1,0
2892,17.97,4778,0,1
2893,4.92,7514,0,0
2894,18.04,4753,0,0
2895,1.27,8632,0,0
2896,10.72,6165,0,0
2897,26.76,2823,1,0
2898,53.41,501,1,0
2899,7.69,6854,0,0
2900,74.51,60,0,0
2901,51.17,582,0,0
2902,26.36,2880,0,0
2903,25.19,3035,1,0
2904,47.37,846,1,1
2905,22.38,3538,1,0
2906,16.17,5270,0,0
2907,30.68,2369,0,1
2908,41.5,1209,0,1
2909,26.81,2811,1,0
2910,19.89,4093,1,0
2911,3.68,7881,0,0
2912,3.82,7836,0,0
2913,11.68,5975,0,0
2914,6.82,7061,0,0
2915,26.81,2813,0,1
2916,11.43,6009,0,0
2917,51.01,590,0,0
2918,10.75,6154,0,0
2919,28.17,2652,0,0
2920,12.75,5772,0,0
2921,69.68,96,0,0
2922,19.72,4135,0,1
2923,45.63,968,0,0
2924,31.11,2324,1,0
2925,24.33,3159,1,0
2926,28.23,2646,1,0
2927,4.24,7719,0,0
2928,26.04,2924,0,1
2929,27.41,2744,1,0
2930,4.39,7671,0,0
2931,18.1,4733,0,0
2932,11.0,6102,0,0
2933,2.64,8157,0,0
2934,16.07,5290,0,0
2935,17.82,4842,0,1
2936,44.4,1050,0,0
2937,19.5,4201,0,1
2938,3.08,8029,0,0
2939,35.27,1757,1,1
2940,0.39,9020,0,0
2941,24.58,3121,1,0
2942,13.28,5668,0,0
2943,8.72,6629,0,0
2944,20.58,3927,0,0
2945,16.77,5159,0,0
2946,23.74,3271,0,1
2947,20.17,4032,0,0
2948,16.72,5169,0,0
2949,5.85,7284,0,0
2950,16.11,5280,0,0
2951,4.19,7742,0,0
2952,19.0,4397,0,1
2953,25.4,2997,1,0
2954,34.94,1806,1,1
2955,13.22,5676,0,0
2956,19.32,4270,0,0
2957,57.8,352,1,0
2958,24.21,3186,1,0
2959,2.07,8334,0,0
2960,21.66,3704,1,0
2961,26.43,2869,1,0
2962,21.97,3618,0,0
2963,39.24,1368,1,0
2964,15.81,5320,0,0
2965,36.45,1632,0,0
2966,8.63,6651,0,0
2967,41.56,1206,0,0
2968,36.47,1631,1,1
2969,1.57,8547,0,0
2970,41.08,1242,1,0
2971,18.79,4462,0,1
2972,19.45,4216,0,1
2973,10.81,6146,0,0
2974,15.42,5367,0,0
2975,5.1,7468,0,0
2976,11.13,6071,0,0
2977,24.85,3079,1,0
2978,10.82,6143,0,0
2979,11.78,5952,0,0
2980,4.41,7660,0,0
2981,15.08,5416,0,0
2982,10.91,6114,0,0
2983,27.12,2779,1,0
2984,19.04,4379,1,0
2985,28.03,2671,1,0
2986,29.01,2553,0,1
2987,19.47,4207,1,0
2988,21.67,3703,1,0
2989,4.22,7727,0,0
2990,25.98,2930,0,0
2991,3.42,7942,0,0
2992,48.75,744,0,1
2993,12.17,5886,0,0
2994,19.66,4154,0,0
2995,32.67,2098,0,0
2996,75.08,57,1,1
2997,22.38,3534,1,0
2998,20.07,4063,0,1
2999,29.82,2473,1,0
3000,17.59,4929,0,0
3001,4.82,7544,0,0
3002,71.18,77,1,0
3003,22.51,3503,1,0
3004,22.14,3590,0,1
3005,38.64,1416,1,0
3006,17.02,5086,0,0
3007,4.25,7717,0,0
3008,6.52,7134,0,0
3009,26.8,2814,1,0
3010,2.43,8209,0,0
3011,53.78,489,1,0
3012,83.12,19,1,0
3013,6.13,7222,0,0
3014,20.28,4009,0,1
3015,24.07,3211,1,0
3016,42.86,1132,1,0
3017,25.68,2957,0,0
3018,26.45,2865,0,0
3019,24.11,3204,0,0
3020,7.52,6906,0,0
3021,6.69,7091,0,0
3022,32.61,2118,1,0
3023,9.47,6474,0,0
3024,6.44,7153,0,0
3025,1.59,8537,0,0
3026,8.7,6633,0,0
3027,9.09,6553,0,0
3028,23.62,3298,1,0
3029,36.93,1591,1,0
3030,1.63,8520,0,0
3031,11.86,5936,0,0
3032,16.59,5201,0,0
3033,50.89,595,1,0
3034,16.58,5202,0,0
3035,13.18,5686,0,0
3036,7.4,6935,0,0
3037,12.34,5850,0,0
3038,3.17,8001,0,0
3039,6.7,7088,0,0
3040,18.37,4631,0,1
3041,33.89,1922,1,1
3042,46.33,928,0,1
3043,0.86,8765,0,0
3044,1.67,8503,0,0
3045,17.04,5076,0,0
3046,17.29,5022,1,0
3047,43.22,1112,1,1
3048,0.91,8732,0,0
3049,32.23,2150,1,0
3050,22.98,3414,0,1
3051,37.96,1494,1,1
3052,22.36,3542,0,1
3053,63.25,213,1,0
3054,16.39,5241,0,0
3055,22.12,3594,0,1
3056,7.15,6990,0,0
3057,18.39,4617,1,0
3058,44.33,1054,0,0
3059,40.65,1266,0,0
3060,20.13,4044,1,0
3061,26.78,2818,1,0
3062,53.81,487,0,0
3063,27.24,2761,1,0
3064,7.32,6951,0,0
3065,21.69,3693,0,0
3066,47.55,825,1,0
3067,37.5,1536,1,1
3068,5.95,7260,0,0
3069,22.83,3437,1,0
3070,1.39,8597,0,0
3071,50.48,611,0,0
3072,1.85,8418,0,0
3073,10.66,6185,0,0
3074,5.39,7396,0,0
3075,27.65,2717,0,1
3076,30.75,2363,1,0
3077,41.22,1231,1,1
3078,17.7,4889,0,1
3079,18.74,4484,0,1
3080,11.13,6073,0,0
3081,25.96,2932,1,0
3082,5.02,7490,0,0
3083,33.7,1958,0,0
3084,16.62,5191,0,0
3085,30.6,2382,0,1
3086,60.94,274,1,0
3087,58.02,345,1,0
3088,9.77,6397,0,0
3089,2.82,8104,0,0
3090,38.11,1462,1,0
3091,21.64,3710,0,1
3092,10.29,6266,0,0
3093,18.78,4466,0,1
3094,27.64,2719,1,0
3095,0.94,8718,0,0
3096,5.62,7337,0,0
3097,19.06,4372,0,1
3098,14.38,5499,0,0
3099,48.77,743,0,0
3100,54.49,453,1,0
3101,8.19,6726,0,0
3102,31.92,2177,0,0
3103,17.99,4772,1,0
3104,18.57,4541,0,1
3105,12.3,5860,0,0
3106,10.95,6110,0,0
3107,18.27,4661,0,1
3108,0.36,9037,0,0
3109,14.84,5445,0,0
3110,26.51,2857,0,0
3111,16.97,5104,1,0
3112,10.94,6111,0,0
3113,3.49,7923,0,0
3114,37.57,1529,1,1
3115,22.52,3498,0,1
3116,1.45,8578,0,0
3117,18.92,4420,1,0
3118,19.08,4363,0,1
3119,32.34,2141,1,0
3120,11.03,6093,0,0
3121,6.81,7067,0,0
3122,20.55,3936,0,0
3123,17.63,4912,0,0
3124,7.63,6877,0,0
3125,16.54,5213,0,0
3126,2.16,8306,0,0
3127,27.97,2678,0,0
3128,64.89,175,1,0
3129,8.07,6757,0,0
3130,2.26,8268,0,0
3131,39.71,1329,0,0
3132,64.2,191,1,1
3133,54.23,472,1,0
3134,25.03,3049,0,0
3135,7.22,6977,0,0
3136,9.69,6414,0,0
3137,0.2,9070,0,0
3138,17.39,4991,0,0
3139,50.06,632,0,1
3140,5.24,7428,0,0
3141,14.2,5529,0,0
3142,49.9,650,1,0
3143,12.76,5769,0,0
3144,18.15,4713,0,0
3145,13.78,5600,0,0
3146,27.76,2709,1,0
3147,20.46,3954,0,1
3148,6.51,7138,0,0
3149,20.52,3943,1,0
3150,2.97,8061,0,0
3151,7.5,6910,0,0
3152,1.74,8463,0,0
3153,30.26,2412,0,0
3154,26.16,2908,1,0
3155,35.0,1799,1,1
3156,18.1,4736,0,1
3157,13.9,5578,0,0
3158,36.44,1633,1,1
3159,14.35,5503,0,0
3160,7.23,6974,0,0
3161,15.44,5364,0,0
3162,15.61,5345,0,0
3163,24.11,3202,0,0
3164,8.15,6737,0,0
3165,20.86,3859,0,1
3166,22.92,3426,0,0
3167,27.12,2778,0,0
3168,22.53,3495,1,0
3169,18.34,4637,0,1
3170,4.26,7709,0,0
3171,17.56,4936,0,1
3172,28.62,2602,0,1
3173,34.82,1816,1,1
3174,18.09,4738,1,0
3175,22.31,3553,1,0
3176,35.45,1736,0,0
3177,10.18,6294,0,0
3178,25.63,2965,1,0
3179,31.58,2268,0,0
3180,20.29,4005,0,1
3181,21.67,3700,0,1
3182,21.71,3689,0,1
3183,3.31,7973,0,0
3184,73.55,68,1,0
3185,25.1,3042,1,0
3186,2.77,8115,0,0
3187,22.61,3482,0,0
3188,3.02,8050,0,0
3189,30.37,2400,0,1
3190,21.04,3827,0,1
3191,0.38,9029,0,0
3192,33.81,1939,0,0
3193,2.43,8211,0,0
3194,9.45,6486,0,0
3195,15.11,5410,0,0
3196,20.61,3920,1,0
3197,15.54,5356,0,0
3198,48.75,744,0,1
3199,65.99,151,0,0
3200,4.49,7644,0,0
3201,4.24,7720,0,0
3202,1.0,8692,0,0
3203,0.44,9002,0,0
3204,18.7,4499,0,1
3205,11.02,6097,0,0
3206,7.44,6926,0,0
3207,11.57,5990,0,0
3208,58.2,341,1,0
3209,24.28,3169,0,0
3210,5.81,7296,0,0
3211,39.3,1361,0,0
3212,21.31,3777,1,0
3213,8.13,6744,0,0
3214,32.67,2098,0,0
3215,25.23,3030,1,0
3216,0.89,8747,0,0
3217,33.88,1925,1,1
3218,8.45,6681,0,0
3219,22.88,3430,0,1
3220,1.74,8461,0,0
3221,4.38,7673,0,0
3222,5.46,7381,0,0
3223,16.03,5293,0,0
3224,48.43,785,1,0
3225,10.1,6321,0,0
3226,5.11,7466,0,0
3227,17.98,4774,0,1
3228,19.22,4305,1,0
3229,4.2,7735,0,0
3230,19.14,4337,0,1
3231,18.23,4675,1,0
3232,18.1,4735,0,1
3233,7.73,6844,0,0
3234,30.23,2418,1,0
3235,3.02,8049,0,0
3236,10.52,6210,0,0
3237,5.76,7312,0,0
3238,28.35,2628,0,1
3239,26.05,2921,0,0
3240,1.94,8379,0,0
3241,4.99,7498,0,0
3242,49.47,673,1,0
3243,2.33,8235,0,0
3244,21.75,3684,1,0
3245,19.21,4310,1,0
3246,50.23,625,0,0
3247,34.76,1820,1,0
3248,21.89,3643,0,1
3249,24.42,3148,1,0
3250,54.62,445,1,0
3251,49.47,673,1,0
3252,7.66,6866,0,0
3253,66.73,131,1,0
3254,7.56,6897,0,0
3255,4.89,7523,0,0
3256,20.4,3977,0,0
3257,30.01,2458,1,0
3258,3.97,7805,0,0
3259,0.84,8781,0,0
3260,38.11,1463,0,0
3261,2.78,8113,0,0
3262,33.4,2024,1,1
3263,16.4,5238,0,0
